Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description;;;;;
"RPL38,""YLR325C"",""cytosol"",""258.33"",""69.3798"",""cytosol,nucleus"",""148.899"",""nucleus"",""514.444"",""cytosol"",""13.8319"",""below threshold"",""25.0214"",""cytosol"",""248.89"",""0.96"",""0"",""84"",""cytosol"",""241.3"",""0.93"",""0"",""44.39"",""cytosol"",""210.82"",""0.81"",""0"","""",""cytosol"",""cytosol"",""227.414"",""0.880269"",""0"",""32.3384"",""Protein component of the large (60S) ribosomal subunit, has similarity to rat L38 ribosomal protein""";;;;;
"RPL40A,""YIL148W"",""nucleus:cytosol"",""165.65"",""53.6342"",""cytosol"",""124.68"",""nucleus"",""232.7"",""cytosol"",""0"",""#N/A"",""0"",""nucleus.cytosol"",""56.14"",""0.33"",""-1"",""21.87"",""nucleus.cytosol"",""117.28"",""0.7"",""0"",""22.59"",""nucleus,cytosol"",""31.29"",""0.18"",""-1"","""",""nucleus:cytosol"",""nucleus:cytosol"",""127.057"",""0.767005"",""0"",""26.7569"",""Fusion protein, identical to Rpl40Bp, that is cleaved to yield ubiquitin and a ribosomal protein of the large (60S) ribosomal subunit with similarity to rat L40";" ubiquitin may facilitate assembly of the ribosomal protein into ribosomes""";;;;
"RPL40B,""YKR094C"",""cytosol"",""278.74"",""128.168"",""cytosol,nucleus"",""92.6722"",""vacuole"",""26.0786"",""cytosol"",""182.595"",""#N/A"",""0"",""cytosol"",""149.56"",""0.53"",""0"",""116.84"",""nucleus, cytosol"","""","""",""0"","""",""nucleus"",""20.41"",""0.07"",""0"","""",""cytosol"",""cytosol"",""264.398"",""0.948536"",""0"",""48.232"",""Fusion protein, identical to Rpl40Ap, that is cleaved to yield ubiquitin and a ribosomal protein of the large (60S) ribosomal subunit with similarity to rat L40";" ubiquitin may facilitate assembly of the ribosomal protein into ribosomes""";;;;
"RPL41A,""YDL184C"",""cytosol"",""617.99"",""172.126"",""nucleus,nucleolus"",""209.249"",""nucleus,nucleolus"",""22.1788"",""nucleus,nucleolus"",""362.478"",""#N/A"",""0"",""cytosol"",""529.13"",""0.85"",""0"",""190.96"",""cytosol"",""653.55"",""1.05"",""0"",""169.9"",""cytosol"",""441.32"",""0.71"",""0"","""",""cytosol"",""cytosol"",""609.783"",""0.986708"",""0"",""147.945"",""Ribosomal protein L47 of the large (60S) ribosomal subunit, identical to Rpl41Bp and has similarity to rat L41 ribosomal protein"; comprised of only 25 amino acids;" rpl41a rpl41b double null mutant is viable""";;;
"RPL41B,""YDL133C-A"",""cytosol"",""653.55"",""175.392"",""nucleus,nucleolus"",""211.014"",""missing"",""0"",""missing"",""17.5497"",""cytosol,nucleus"",""25.8029"",""cytosol"",""503.1"",""0.76"",""0"",""131.46"",""cytosol"",""622.64"",""0.95"",""0"",""116.31"",""cytosol"",""574.36"",""0.87"",""0"","""",""cytosol"",""cytosol"",""599.591"",""0.917424"",""0"",""111.271"",""Ribosomal protein L47 of the large (60S) ribosomal subunit, identical to Rpl41Ap and has similarity to rat L41 ribosomal protein"; comprised of only 25 amino acids;" rpl41a rpl41b double null mutant is viable""";;;
"RPL42A,""YNL162W"",""cytosol"",""46.96"",""151.318"",""cytosol,nucleus"",""126.776"",""cytosol"",""20.0064"",""below threshold"",""172.168"",""#N/A"",""0"",""cytosol"",""147.27"",""3.13"",""1"",""134.99"",""cytosol"",""20.26"",""0.43"",""0"",""3.54"",""cytosol"",""17.11"",""0.36"",""0"","""",""cytosol"",""cytosol"",""345.775"",""7.36228"",""1"",""74.7612"",""Protein component of the large (60S) ribosomal subunit, identical to Rpl42Bp and has similarity to rat L44 ribosomal protein""";;;;;
"RPL4A,""YBR031W"",""cytosol"",""23.97"",""7.88309"",""cytosol"",""500.467"",""cytosol"",""1098.88"",""cytosol"",""52.3187"",""cytosol"",""69.7698"",""cytosol"","""","""",""0"","""",""cytosol"","""","""",""0"","""",""cytosol"",""37.15"",""1.54"",""0"","""",""cytosol"",""cytosol"","""","""",""0"","""",""N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl4Bp and has similarity to E. coli L4 and rat L4 ribosomal proteins""";;;;;
"RPL4B,""YDR012W"",""cytosol"",""446.55"",""108.377"",""cytosol,punctate"",""71.6979"",""cytosol,punctate"",""91.9762"",""punctate"","""",""#N/A"",""0"",""cytosol"",""288.76"",""0.64"",""0"",""113.45"",""cytosol"",""403.04"",""0.9"",""0"",""63.04"",""cytosol"",""392.19"",""0.87"",""0"","""",""cytosol"",""cytosol"",""441.33"",""0.988296"",""0"",""82.5074"",""Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl4Ap and has similarity to E. coli L4 and rat L4 ribosomal proteins""";;;;;
"RPL7B,""YPL198W"",""nucleolus:cytosol"",""233.3"",""88.9319"",""cytosol"",""74.8484"",""cytosol"",""237.882"",""cytosol"",""98.0573"",""#N/A"",""0"",""nucleolus.cytosol"",""120.19"",""0.51"",""-1"",""69.13"",""nucleolus.cytosol"",""262.23"",""1.12"",""0"",""62.43"",""nucleolus,cytosol"",""150.44"",""0.64"",""0"","""",""nucleolus:cytosol"",""nucleolus:cytosol"",""257.713"",""1.10463"",""0"",""88.0797"",""Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl7Ap and has similarity to E. coli L30 and rat L7 ribosomal proteins";" contains a conserved C-terminal Nucleic acid Binding Domain (NDB2)""";;;;
"RPL8A,""YHL033C"",""cytosol"",""2161.06"",""677.147"",""cytosol,nucleus"",""40.4167"",""cytosol"",""50.391"",""cytosol"",""397.756"",""nucleus"",""51.7749"",""cytosol"",""1292.52"",""0.59"",""-1"",""421.03"",""cytosol"",""1884.28"",""0.87"",""0"",""266.56"",""cytosol"",""738.9"",""0.34"",""-1"","""",""cytosol"",""cytosol"",""1698.57"",""0.785989"",""-1"",""345.019"",""Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Bp and has similarity to rat L7a ribosomal protein";" mutation results in decreased amounts of free 60S subunits""";;;;
"RPL8B,""YLL045C"",""cytosol"",""701.95"",""218.622"",""cytosol"",""428.818"",""cytosol"",""900.786"",""cytosol"",""407.906"",""#N/A"",""0"",""cytosol"",""529.4"",""0.75"",""0"",""269.64"",""cytosol"",""704.45"",""1"",""0"",""160.28"",""cytosol"",""402.84"",""0.57"",""0"","""",""cytosol"",""cytosol"",""741.24"",""1.05596"",""0"",""136.312"",""Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Ap and has similarity to rat L7a ribosomal protein";" mutation results in decreased amounts of free 60S subunits""";;;;
"RPL9A,""YGL147C"",""cytosol"",""508.73"",""103.051"",""cytosol"",""383.677"",""cytosol"",""431.838"",""cytosol"",""414.707"",""cytosol"",""66.5638"",""cytosol"","""","""",""0"","""",""cytosol"","""","""",""0"","""",""cytosol"","""","""","""","""",""cytosol"",""cytosol"","""","""",""0"","""",""Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl9Bp and has similarity to E. coli L6 and rat L9 ribosomal proteins""";;;;;
"RPL9B,""YNL067W"",""cytosol"",""1569.62"",""435.979"",""cytosol"",""378.623"",""below threshold"",""0"",""missing"",""0"",""#N/A"",""0"",""cytosol"",""1025.07"",""0.65"",""-1"",""393.09"",""cytosol"",""1569.63"",""1"",""0"",""283.75"",""cytosol"",""969.3"",""0.61"",""-1"","""",""cytosol"",""cytosol"",""1579.7"",""1.00642"",""0"",""467.727"",""Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl9Ap and has similarity to E. coli L6 and rat L9 ribosomal proteins""";;;;;
"RPN1,""YHR027C"",""nucleus:cytosol"",""109.24"",""29.2313"",""nucleus"",""148.587"",""nucleus"",""110.108"",""nucleus"",""222.54"",""nucleus"",""52.3465"",""nucleus.cytosol"",""101.11"",""0.92"",""0"",""43.12"",""nucleus.cytosol"",""127.05"",""1.16"",""0"",""28.34"",""nucleus,cytosol"",""111.2"",""1.01"",""0"","""",""nucleus:cytosol"",""nucleus:cytosol"",""78.1041"",""0.714906"",""0"",""15.8846"",""Non-ATPase base subunit of the 19S regulatory particle of the 26S proteasome"; may participate in the recognition of several ligands of the proteasome;" contains a leucine-rich repeat (LRR) domain, a site for protein-protein interactions""";;;
"RPN10,""YHR200W"",""cytosol"",""48.5"",""15.9301"",""cytosol"",""56.5069"",""nucleus"",""36.9743"",""cytosol"",""80.8881"",""below threshold"",""21.3441"",""cytosol"",""42.77"",""0.88"",""0"",""16.03"",""cytosol"",""48.62"",""1"",""0"",""7.84"",""cytosol"",""20.71"",""0.42"",""0"","""",""cytosol"",""cytosol"",""45.4937"",""0.937962"",""0"",""6.58247"",""Non-ATPase base subunit of the 19S regulatory particle (RP) of the 26S proteasome"; N-terminus plays a role in maintaining the structural integrity of the RP; binds selectively to polyubiquitin chains;" homolog of the mammalian S5a protein""";;
"RPN14,""YGL004C"",""cytosol"",""26.24"",""6.32514"",""cytosol"",""73.0406"",""cytosol"",""24.3531"",""cytosol"",""128.654"",""cytosol"",""60.7961"",""cytosol"",""29.84"",""1.13"",""0"",""11.35"",""cytosol"",""28.89"",""1.1"",""0"",""4.94"",""cytosol"",""29.31"",""1.11"",""0"","""",""cytosol"",""cytosol"",""26.8667"",""1.02346"",""0"",""4.26995"",""Proteasome-interacting protein involved in the assembly of the base subcomplex of the 19S proteasome regulatory particle (RP)"; null mutants accumulate ubiquitinated Gcn4p and display decreased 26S proteasome stability;" interacts with Rpt5p""";;;
"RPO41,""YFL036W"",""cytosol"",""22.04"",""6.01076"",""mitochondria"",""53.9814"",""mitochondria"","""",""missing"",""73.7343"",""#N/A"",""41.2221"",""cytosol"",""24.19"",""1.09"",""0"",""21.3"",""cytosol"",""23.13"",""1.04"",""0"",""4.99"",""cytosol"",""18.86"",""0.85"",""0"","""",""cytosol"",""cytosol"",""22.0565"",""1.00043"",""0"",""4.36741"",""Mitochondrial RNA polymerase"; single subunit enzyme similar to those of T3 and T7 bacteriophages;" requires a specificity subunit encoded by MTF1 for promoter recognition""";;;
"RPP1A,""YDL081C"",""cytosol"",""791.06"",""194.668"",""nucleus"",""36.1943"",""nucleus"",""21.3241"",""nucleus"",""328.18"",""nucleus"",""28.6898"",""cytosol"",""668.14"",""0.84"",""0"",""221.46"",""cytosol"",""1025.07"",""1.29"",""0"",""168.5"",""cytosol"",""783.95"",""0.99"",""0"","""",""cytosol"",""cytosol"",""701.958"",""0.887356"",""0"",""140.252"",""Ribosomal stalk protein P1 alpha, involved in the interaction between translational elongation factors and the ribosome";" accumulation of P1 in the cytoplasm is regulated by phosphorylation and interaction with the P2 stalk component""";;;;
"RPP1B,""YDL130W"",""cytosol"",""1258.2"",""336.029"",""ER,vacuole"",""38.2435"",""vacuole"",""12.7201"",""below threshold"",""45.7631"",""#N/A"",""43.3486"",""cytosol"",""1206.73"",""0.95"",""0"",""432.79"",""cytosol"",""1013.75"",""0.8"",""0"",""232.97"",""cytosol"",""744.12"",""0.59"",""-1"","""",""cytosol"",""cytosol"",""1258.21"",""1"",""0"",""244.383"",""Ribosomal protein P1 beta, component of the ribosomal stalk, which is involved in interaction of translational elongation factors with ribosome";" accumulation is regulated by phosphorylation and interaction with the P2 stalk component""";;;;
"RPS0A,""YGR214W"",""cytosol"",""19.47"",""3.87427"",""cytosol"",""275.151"",""ER,vacuole"",""28.3578"",""cytosol"",""0"",""cytosol"",""93.8324"",""cytosol"",""14.74"",""0.75"",""0"",""5.13"",""cytosol"",""15.66"",""0.8"",""0"",""3.15"",""cytosol"",""13.93"",""0.71"",""0"","""",""cytosol"",""cytosol"",""20.803"",""1.06801"",""0"",""3.1921"",""Protein component of the small (40S) ribosomal subunit, nearly identical to Rps0Bp"; required for maturation of 18S rRNA along with Rps0Bp;" deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal""";;;
"RPS0B,""YLR048W"",""cytosol"",""917.23"",""247.453"",""cytosol"",""182.878"",""cytosol"",""25.1307"",""punctate"",""297.116"",""#N/A"",""0"",""cytosol"",""868.8"",""0.94"",""0"",""329.17"",""cytosol"",""868.24"",""0.94"",""0"",""164.04"",""cytosol"",""1176.18"",""1.28"",""0"","""",""cytosol"",""cytosol"",""856.736"",""0.934035"",""0"",""226.889"",""Protein component of the small (40S) ribosomal subunit, nearly identical to Rps0Ap"; required for maturation of 18S rRNA along with Rps0Ap;" deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal""";;;
"RPS10B,""YMR230W"",""cytosol"",""394.8"",""83.7835"",""cytosol"",""124.251"",""cytosol"",""159.03"",""cytosol"",""236.144"",""cytosol"",""56.1823"",""cytosol"",""392.19"",""0.99"",""0"",""150.11"",""cytosol"",""347.93"",""0.88"",""0"",""62.07"",""cytosol"",""256.7"",""0.65"",""0"","""",""cytosol"",""cytosol"",""341.959"",""0.866137"",""0"",""46.9035"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps10Ap and has similarity to rat ribosomal protein S10""";;;;
"RPS11A,""YDR025W"",""cytosol"",""31.8"",""9.77116"",""cytosol"",""209.918"",""cytosol"",""204.856"",""cytosol"",""350.383"",""cytosol"",""78.0932"",""cytosol"",""27.82"",""0.87"",""0"",""16.55"",""cytosol"",""29.39"",""0.92"",""0"",""6.36"",""cytosol"",""22.27"",""0.7"",""0"","""",""cytosol"",""cytosol"",""44.1288"",""1.38728"",""1"",""10.8158"",""Protein component of the small (40S) ribosomal subunit";" identical to Rps11Bp and has similarity to E. coli S17 and rat S11 ribosomal proteins""";;;;
"RPS11B,""YBR048W"",""cytosol"",""19.6"",""3.84466"",""cytosol"",""94.7912"",""cytosol"",""28.1815"",""cytosol"",""163.273"",""#N/A"","""",""cytosol"",""17.37"",""0.88"",""0"",""6.63"",""cytosol"",""15.89"",""0.81"",""0"",""4.11"",""cytosol"",""16.53"",""0.84"",""0"","""",""cytosol"",""cytosol"",""20.47"",""1.04409"",""0"",""2.78733"",""Protein component of the small (40S) ribosomal subunit";" identical to Rps11Ap and has similarity to E. coli S17 and rat S11 ribosomal proteins""";;;;
"RPS16A,""YMR143W"",""cytosol"",""414.75"",""85.0929"",""cytosol"",""164.358"",""cytosol"",""254.46"",""cytosol"",""193.606"",""cytosol"",""70.0078"",""cytosol"",""334.62"",""0.8"",""0"",""108.89"",""cytosol"",""393.05"",""0.94"",""0"",""47"",""cytosol"",""359.54"",""0.86"",""0"","""",""cytosol"",""cytosol"",""469.504"",""1.132"",""0"",""53.0022"",""Protein component of the small (40S) ribosomal subunit";" identical to Rps16Bp and has similarity to E. coli S9 and rat S16 ribosomal proteins""";;;;
"RPS16B,""YDL083C"",""cytosol"",""168.43"",""58.2299"",""cytosol"",""99.1825"",""cytosol"",""14.6175"",""below threshold"",""195.677"",""#N/A"",""0"",""cytosol"",""97.66"",""0.57"",""-1"",""46.22"",""cytosol"",""146.33"",""0.86"",""0"",""28.36"",""cytosol"",""106.18"",""0.63"",""0"","""",""cytosol"",""cytosol"",""141.132"",""0.837888"",""0"",""31.3056"",""Protein component of the small (40S) ribosomal subunit";" identical to Rps16Ap and has similarity to E. coli S9 and rat S16 ribosomal proteins""";;;;
"RPS17A,""YML024W"",""cytosol"",""770.22"",""222.285"","""","""","""","""","""","""","""","""",""cytosol"",""704.45"",""0.91"",""0"",""250.78"",""cytosol"",""852.31"",""1.1"",""0"",""169.2"",""cytosol"",""651.16"",""0.84"",""0"","""",""cytosol"",""cytosol"",""791.067"",""1.02706"",""0"",""182.674"",""Ribosomal protein 51 (rp51) of the small (40s) subunit";" nearly identical to Rps17Bp and has similarity to rat S17 ribosomal protein""";;;;
"RPS17B,""YDR447C"",""cytosol"",""745.27"",""183.183"","""","""","""","""","""","""","""","""",""cytosol"",""460.52"",""0.61"",""0"",""167.32"",""cytosol"",""552.11"",""0.74"",""0"",""117.5"",""cytosol"",""414.92"",""0.55"",""0"","""",""cytosol"",""cytosol"",""622.641"",""0.83545"",""0"",""128.034"",""Ribosomal protein 51 (rp51) of the small (40s) subunit";" nearly identical to Rps17Ap and has similarity to rat S17 ribosomal protein""";;;;
"RPS19A,""YOL121C"",""cytosol"",""264.39"",""86.1289"",""cytosol"",""59.8088"",""cytosol"",""88.7219"",""cytosol"",""209.953"",""#N/A"",""0"",""cytosol"",""185.54"",""0.7"",""0"",""72.15"",""cytosol"",""246.99"",""0.93"",""0"",""54.76"",""cytosol"",""168.43"",""0.63"",""0"","""",""cytosol"",""cytosol"",""288.86"",""1.09252"",""0"",""49.5043"",""Protein component of the small (40S) ribosomal subunit, required for assembly and maturation of pre-40 S particles"; mutations in human RPS19 are associated with Diamond Blackfan anemia;" nearly identical to Rps19Bp""";;;
"RPS19B,""YNL302C"",""cytosol"",""406.5"",""138.577"",""cytosol"",""175.068"",""ER"",""24.1227"",""cytosol"",""312.661"",""#N/A"",""0"",""cytosol"",""317.78"",""0.78"",""0"",""145.94"",""cytosol"",""223.97"",""0.55"",""0"",""48.86"",""cytosol"","""","""","""","""",""cytosol"",""cytosol"",""552.111"",""1.35817"",""1"",""94.2295"",""Protein component of the small (40S) ribosomal subunit, required for assembly and maturation of pre-40 S particles"; mutations in human RPS19 are associated with Diamond Blackfan anemia;" nearly identical to Rps19Ap""";;;
"RPS1B,""YML063W"",""cytosol"",""1025.07"",""267.644"",""cytosol"",""413.562"",""cytosol"",""463.045"",""cytosol"",""476.191"",""cytosol"",""71.4559"",""cytosol"",""744.12"",""0.72"",""0"",""299.34"",""cytosol"",""1176.18"",""1.14"",""0"",""197.66"",""cytosol"",""674.1"",""0.65"",""0"","""",""cytosol"",""cytosol"",""963.74"",""0.940164"",""0"",""144.266"",""Ribosomal protein 10 (rp10) of the small (40S) subunit";" nearly identical to Rps1Ap and has similarity to rat S3a ribosomal protein""";;;;
"RPS21B,""YJL136C"",""cytosol"",""619.94"",""189.763"",""cytosol"",""233.109"",""cytosol"",""394.375"",""cytosol"",""438.379"",""cytosol"",""76.219"",""cytosol"",""755.7"",""1.21"",""0"",""303.72"",""cytosol"",""503.1"",""0.81"",""0"",""82.17"",""cytosol"",""608.66"",""0.98"",""0"","""",""cytosol"",""cytosol"",""619.954"",""1"",""0"",""149.257"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps21Ap and has similarity to rat S21 ribosomal protein""";;;;
"RPS23B,""YPR132W"",""nucleus, cytosol"",""344.96"",""125.328"",""cytosol"",""214.421"",""cell periphery,vacuole"",""0"",""missing"",""343.085"",""#N/A"",""0"",""nucleus, cytosol"",""83.02"",""0.24"",""-1"",""45.17"",""nucleus, cytosol"",""237.88"",""0.68"",""0"",""58.97"",""nucleus"","""","""","""","""",""nucleus, cytosol"",""nucleus, cytosol"",""328.27"",""0.951599"",""0"",""88.8146"",""Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit, required for translational accuracy"; nearly identical to Rps23Ap and similar to E. coli S12 and rat S23 ribosomal proteins;" deletion of both RPS23A and RPS23B is lethal""";;;
"RPS24A,""YER074W"",""cytosol"",""359.53"",""111.966"","""","""","""","""","""","""","""","""",""cytosol"",""334.64"",""0.93"",""0"",""103.26"",""cytosol"",""307.88"",""0.85"",""0"",""52.19"",""cytosol"",""151.36"",""0.42"",""-1"","""",""cytosol"",""cytosol"",""386.314"",""1.07447"",""0"",""60.562"",""Protein component of the small (40S) ribosomal subunit";" identical to Rps24Bp and has similarity to rat S24 ribosomal protein""";;;;
"RPS24B,""YIL069C"",""cytosol"",""345.77"",""111.016"","""","""","""","""","""","""","""","""",""cytosol"",""221.24"",""0.63"",""0"",""89.41"",""cytosol"",""277.47"",""0.8"",""0"",""56.06"",""cytosol"",""59.48"",""0.17"",""-1"","""",""cytosol"",""cytosol"",""332.415"",""0.961362"",""0"",""89.3333"",""Protein component of the small (40S) ribosomal subunit";" identical to Rps24Ap and has similarity to rat S24 ribosomal protein""";;;;
"RPS25A,""YGR027C"",""cytosol"",""822.3"",""256.863"",""cytosol"",""499.532"",""cell periphery,vacuole"",""19.9074"",""below threshold"",""690.919"",""#N/A"",""0"",""cytosol"",""701.95"",""0.85"",""0"",""228.66"",""cytosol"",""917.24"",""1.11"",""0"",""167.77"",""cytosol"",""460.52"",""0.56"",""0"","""",""cytosol"",""cytosol"",""704.459"",""0.856691"",""0"",""181.123"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps25Bp and has similarity to rat S25 ribosomal protein""";;;;
"RPS25B,""YLR333C"",""cytosol"",""333.63"",""106.461"",""cytosol"",""435.136"",""cell periphery,vacuole"",""18.3741"",""below threshold"",""0"",""#N/A"",""0"",""cytosol"",""134.27"",""0.4"",""-1"",""55.06"",""cytosol"",""384.14"",""1.15"",""0"",""67.25"",""cytosol"",""53.12"",""0.15"",""-1"","""",""cytosol"",""cytosol"",""310.578"",""0.930901"",""0"",""73.2354"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps25Ap and has similarity to rat S25 ribosomal protein""";;;;
"RPS26A,""YGL189C"",""cytosol"",""762.93"",""214.894"","""","""","""","""","""","""","""","""",""cytosol"",""762.94"",""1"",""0"",""249.6"",""cytosol"",""745.27"",""0.97"",""0"",""135.77"",""cytosol"",""653.55"",""0.85"",""0"","""",""cytosol"",""cytosol"",""744.126"",""0.975336"",""0"",""129.277"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps26Bp and has similarity to rat S26 ribosomal protein""";;;;
"RPS26B,""YER131W"",""cytosol"",""544.86"",""124.842"","""","""","""","""","""","""","""","""",""cytosol"",""374.08"",""0.68"",""0"",""127.25"",""cytosol"",""617.99"",""1.13"",""0"",""91.1"",""cytosol"",""395.69"",""0.72"",""0"","""",""cytosol"",""cytosol"",""451.367"",""0.828395"",""0"",""69.3407"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps26Ap and has similarity to rat S26 ribosomal protein""";;;;
"RPS27A,""YKL156W"",""cytosol"",""502.87"",""97.5036"","""","""","""","""","""","""","""","""",""cytosol"",""414.75"",""0.82"",""0"",""177.47"",""cytosol"",""484.89"",""0.96"",""0"",""104.87"",""cytosol"",""374.08"",""0.74"",""0"","""",""cytosol"",""cytosol"",""469.555"",""0.933736"",""0"",""76.9997"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps27Bp and has similarity to rat S27 ribosomal protein""";;;;
"RPS27B,""YHR021C"",""cytosol"",""574.36"",""204.632"","""","""","""","""","""","""","""","""",""cytosol"",""386.31"",""0.67"",""0"",""216.1"",""cytosol"",""502.3"",""0.87"",""0"",""89.79"",""cytosol"",""264.39"",""0.46"",""-1"","""",""cytosol"",""cytosol"",""529.406"",""0.921728"",""0"",""77.7387"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps27Ap and has similarity to rat S27 ribosomal protein""";;;;
"RPS29A,""YLR388W"",""cytosol"",""126.01"",""29.4737"",""cytosol"",""375.713"",""missing"",""378.851"",""below threshold"",""523.808"",""#N/A"",""0"",""cytosol"",""100.84"",""0.8"",""0"",""29.39"",""cytosol"",""95.2"",""0.75"",""0"",""43.89"",""cytosol"",""135.83"",""1.07"",""0"","""",""cytosol"",""cytosol"",""105.542"",""0.837532"",""0"",""14.7932"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps29Bp and has similarity to rat S29 and E. coli S14 ribosomal proteins""";;;;
"RPS29B,""YDL061C"",""cytosol"",""275.04"",""76.3233"",""cytosol"",""520.9"",""cell periphery,vacuole"",""28.6897"",""cytosol"",""563.633"",""cytosol"",""72.8434"",""cytosol"",""182.59"",""0.66"",""0"",""72.95"",""cytosol"","""","""",""0"","""",""cytosol"",""303.42"",""1.1"",""0"","""",""cytosol"",""cytosol"",""256.703"",""0.933264"",""0"",""50.5081"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps29Ap and has similarity to rat S29 and E. coli S14 ribosomal proteins""";;;;
"RPS30B,""YOR182C"",""cytosol"",""388.57"",""290.422"","""","""","""","""","""","""","""","""",""cytosol"",""78.39"",""0.2"",""-1"",""283.42"",""cytosol"",""17.23"",""0.04"",""0"",""4.39"",""cytosol"",""17.68"",""0.04"",""0"","""",""cytosol"",""cytosol"",""19.9528"",""0.0513486"",""-1"",""155.055"",""Protein component of the small (40S) ribosomal subunit";" nearly identical to Rps30Ap and has similarity to rat S30 ribosomal protein""";;;;
"RPS4A,""YJR145C"",""cytosol"",""755.7"",""201.941"",""cytosol"",""225.591"",""cytosol"",""19.376"",""below threshold"",""368.936"",""cytosol"",""67.055"",""cytosol"",""667.01"",""0.88"",""0"",""235.18"",""cytosol"",""674.1"",""0.89"",""0"",""123.16"",""cytosol"",""762.94"",""1"",""0"","""",""cytosol"",""cytosol"",""774.518"",""1.02489"",""0"",""161.295"",""Protein component of the small (40S) ribosomal subunit"; mutation affects 20S pre-rRNA processing;" identical to Rps4Bp and has similarity to rat S4 ribosomal protein""";;;
"RPS6A,""YPL090C"",""cytosol"",""674.09"",""172.715"",""cytosol"",""213.512"",""cytosol"",""402.912"",""cytosol"",""7.94855"",""cytosol"",""48.4996"",""cytosol"",""622.64"",""0.92"",""0"",""199.75"",""cytosol"",""519.38"",""0.77"",""0"",""138.65"",""cytosol"",""798.47"",""1.18"",""0"","""",""cytosol"",""cytosol"",""667.017"",""0.989491"",""0"",""93.112"",""Protein component of the small (40S) ribosomal subunit";" identical to Rps6Bp and has similarity to rat S6 ribosomal protein""";;;;
"RPS6B,""YBR181C"",""cytosol"",""263.43"",""254.089"",""cytosol"",""21.0496"",""missing"",""23.9354"",""cytosol"","""",""#N/A"",""0"",""cytosol"",""61.01"",""0.23"",""-1"",""231.03"",""cytosol"",""22.05"",""0.08"",""0"",""5.7"",""cytosol"",""36.48"",""0.13"",""0"","""",""cytosol"",""cytosol"",""25.7187"",""0.0976258"",""-1"",""14.6623"",""Protein component of the small (40S) ribosomal subunit";" identical to Rps6Ap and has similarity to rat S6 ribosomal protein""";;;;
"RPS7B,""YNL096C"",""cytosol"",""447.99"",""121.462"",""cytosol"",""243.827"",""cytosol"",""252.602"",""cytosol"",""313.228"",""cytosol"",""75.9738"",""cytosol"",""227.16"",""0.5"",""-1"",""100.06"",""cytosol"",""439.47"",""0.98"",""0"",""88.15"",""cytosol"",""362.02"",""0.8"",""0"","""",""cytosol"",""cytosol"",""529.136"",""1.18111"",""0"",""92.7723"",""Protein component of the small (40S) ribosomal subunit, nearly identical to Rps7Ap"; interacts with Kti11p; deletion causes hypersensitivity to zymocin;" has similarity to rat S7 and Xenopus S8 ribosomal proteins""";;
"RPS8B,""YER102W"",""cytosol"",""414.92"",""108.723"",""cytosol"",""391.109"",""cytosol"",""337.789"",""cytosol"",""7.41278"",""cytosol"",""39.5215"",""cytosol"",""345.77"",""0.83"",""0"",""159.49"",""cytosol"",""392.92"",""0.94"",""0"",""77.59"",""cytosol"",""347.93"",""0.83"",""0"","""",""cytosol"",""cytosol"",""388.576"",""0.936485"",""0"",""90.7703"",""Protein component of the small (40S) ribosomal subunit";" identical to Rps8Ap and has similarity to rat S8 ribosomal protein""";;;;
